question,intent,original_faq_id
วิชาบังคับก่อนของวิชา โครงงานวิศวกรรมไฟฟ้า ในหลักสูตรวิศวกรรมไฟฟ้า คือวิชาอะไร?,รายวิชาและเนื้อหา,379
วิชาบังคับก่อนของวิชา สหกิจศึกษาทางวิศวกรรมไฟฟ้า ในหลักสูตรวิศวกรรมไฟฟ้า คือวิชาอะไร?,รายวิชาและเนื้อหา,380
วิชา ST2041103 เคมีสำหรับวิศวกร (ในหลักสูตรวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,384
วิชา GE2200101 ภาษาอังกฤษเทคนิค (ในหลักสูตรวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,385
วิชา GE2300107 กฎหมายและจริยธรรมในวิชาชีพ (ในหลักสูตรวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,386
วิชา GE2700103 ชีวิตกับเทคโนโลยี (ในหลักสูตรวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,387
วิชา GE2700105 การใช้ชีวิตที่เป็นมิตรกับสิ่งแวดล้อม (Green Living) (ในหลักสูตรวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,388
สาขาวิศวกรรมไฟฟ้า มีวิชาสอนภาษาจีนหรือไม่?,รายวิชาและเนื้อหา,393
วิชา EN2013106 พื้นฐานที่จำเป็นด้านคณิตศาสตร์ สถิติ และคอมพิวเตอร์ สำหรับวิศวกรรมไฟฟ้า เรียนอะไร?,รายวิชาและเนื้อหา,394
วิชา EN2013410 หลักการพื้นฐานทรานเซียนต์ทางไฟฟ้าในระบบไฟฟ้ากำลัง (สาขาวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,395
วิชา EN2013411 เทคโนโลยีสถานีไฟฟ้า (สาขาวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,396
วิชา EN2013412 วิธีเชิงตัวเลขสำหรับวิศวกรไฟฟ้า (สาขาวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,397
รหัสวิชา EN2013304 กรณีศึกษาสำหรับวิศวกรรมไฟฟ้า (ในหลักสูตรวิศวกรรมไฟฟ้า) เรียนอะไร?,รายวิชาและเนื้อหา,406
วิชา EN2221107 วงจรไฟฟ้า (Electric Circuits) ของสาขาสื่อสาร เรียนอะไร?,รายวิชาและเนื้อหา,428
วิชา EN2221111 สัญญาณและระบบ (Signals and Systems) เรียนเกี่ยวกับอะไร?,รายวิชาและเนื้อหา,429
วิชา EN2221204 สนามแม่เหล็กไฟฟ้า (Electromagnetic Fields) ของสาขาสื่อสาร เรียนอะไร?,รายวิชาและเนื้อหา,430
วิชา EN2222301 หลักการระบบสื่อสาร (Principles of Communication Systems) เรียนอะไร?,รายวิชาและเนื้อหา,431
วิชา EN2222303 การสื่อสารข้อมูลและเครือข่าย (Data Communications and Networks) เรียนอะไร?,รายวิชาและเนื้อหา,432
วิชา EN2222304 วิศวกรรมไมโครเวฟและสายอากาศ (Microwave and Antenna Engineering) เรียนอะไร?,รายวิชาและเนื้อหา,433
วิชา EN2222308 ปัญญาประดิษฐ์สำหรับวิศวกรรมไฟฟ้าสื่อสาร (Artificial Intelligence for Electrical Communication Engineering) เรียนอะไร?,รายวิชาและเนื้อหา,434
วิชา EN2222309 อินเทอร์เน็ตของสรรพสิ่ง (Internet of Things) เรียนอะไร?,รายวิชาและเนื้อหา,435
วิชา EN2221207 ระบบควบคุม (Control Systems) ของสาขาสื่อสาร เรียนอะไร?,รายวิชาและเนื้อหา,436
วิชา EN2221208 ไมโครคอนโทรลเลอร์และการอินเตอร์เฟส (Microcontrollers and Interfacing) เรียนอะไร?,รายวิชาและเนื้อหา,437
วิชา EN2221109 วงจรดิจิทัลและลอจิก (Digital Circuits and Logic Design) เรียนอะไร?,รายวิชาและเนื้อหา,438
วิชาบังคับก่อนของวิชา ระบบควบคุม (Control Systems) ในสาขาสื่อสารคือวิชาอะไร?,รายวิชาและเนื้อหา,442
วิชาบังคับก่อนของวิชา วิศวกรรมไมโครเวฟและสายอากาศ คือวิชาอะไร?,รายวิชาและเนื้อหา,443
วิชาบังคับก่อนของวิชา หลักการระบบสื่อสาร คือวิชาอะไร?,รายวิชาและเนื้อหา,444
วิชา EN2221105 คณิตศาสตร์วิศวกรรมไฟฟ้าสื่อสาร เรียนอะไร?,รายวิชาและเนื้อหา,448
วิชา EN2222410 โครงงานวิศวกรรมไฟฟ้าสื่อสารและระบบอัจฉริยะ ทำตอนไหน?,รายวิชาและเนื้อหา,450
สหกิจศึกษาของสาขาสื่อสารและระบบอัจฉริยะ คืออะไร?,รายวิชาและเนื้อหา,451
หลักสูตรที่เปิดสอนในระดับปริญญาตรีของสาขาวิศวกรรมเมคคาทรอนิกส์คือหลักสูตรอะไร?,หลักสูตรและวิชาเรียน,458
จำนวนหน่วยกิตรวมตลอดหลักสูตรสาขาวิศวกรรมเมคคาทรอนิกส์คือเท่าไหร่?,หลักสูตรและวิชาเรียน,459
ระยะเวลาเรียนตามหลักสูตรสาขาวิศวกรรมเมคคาทรอนิกส์คือกี่ปี?,หลักสูตรและวิชาเรียน,460
สาขาวิศวกรรมเมคคาทรอนิกส์มีวิชาเฉพาะสาขาที่น่าสนใจอะไรบ้าง?,หลักสูตรและวิชาเรียน,461
สาขาวิศวกรรมเมคคาทรอนิกส์มีการเรียนการสอนวิชาปฏิบัติการ (Lab) หรือไม่?,หลักสูตรและวิชาเรียน,462
อาชีพที่สามารถประกอบได้หลังสำเร็จการศึกษาวิศวกรรมไฟฟ้ามีอะไรบ้าง?,อาชีพและใบอนุญาต,326
วุฒิปริญญาวิศวกรรมไฟฟ้านี้ สามารถขอใบ กว. ได้หรือไม่?,อาชีพและใบอนุญาต,402
อาชีพที่สามารถประกอบได้หลังจบสาขาวิศวกรรมไฟฟ้าสื่อสารและระบบอัจฉริยะ?,อาชีพและใบอนุญาต,426
นักศึกษาสาขาวิศวกรรมเมคคาทรอนิกส์ต้องทำโครงงาน (Project) ก่อนจบการศึกษาหรือไม่?,โครงงานและงานวิจัย,463
สาขาวิศวกรรมเมคคาทรอนิกส์มีการส่งเสริมงานวิจัยอย่างไร?,โครงงานและงานวิจัย,464
สาขาวิศวกรรมเมคคาทรอนิกส์มีความร่วมมือกับภาคอุตสาหกรรมหรือสหกิจศึกษาหรือไม่?,โครงงานและงานวิจัย,465
หลักสูตรวิศวกรรมไฟฟ้า เรียนทั้งหมดกี่หน่วยกิต?,โครงสร้างหลักสูตร,323
โครงสร้างหลักสูตรวิศวกรรมไฟฟ้าแบ่งหมวดวิชาอย่างไร?,โครงสร้างหลักสูตร,330
ถ้าไม่ไปสหกิจศึกษาสาขาวิศวกรรมไฟฟ้า ต้องเรียนวิชาอะไรแทน?,โครงสร้างหลักสูตร,351
แผนการเรียนปี 1 เทอม 1 สาขาวิศวกรรมไฟฟ้า ต้องเรียนวิชาอะไรบ้าง?,โครงสร้างหลักสูตร,361
แผนการเรียนปี 4 เทอม 2 (เทอมสุดท้าย) สาขาวิศวกรรมไฟฟ้า ต้องเรียนอะไร?,โครงสร้างหลักสูตร,362
วิชาเลือกเสรีของสาขาวิศวกรรมไฟฟ้า คืออะไร?,โครงสร้างหลักสูตร,389
วิชาแกนทางวิศวกรรม (ในหลักสูตรวิศวกรรมไฟฟ้า) มีกี่หน่วยกิต?,โครงสร้างหลักสูตร,403
วิชาเฉพาะบังคับทางวิศวกรรมไฟฟ้า มีกี่หน่วยกิต?,โครงสร้างหลักสูตร,404
วิชาเลือกทางวิศวกรรมไฟฟ้า ต้องเรียนกี่หน่วยกิต?,โครงสร้างหลักสูตร,405
หลักสูตรวิศวกรรมไฟฟ้าสื่อสารและระบบอัจฉริยะ เรียนทั้งหมดกี่หน่วยกิต?,โครงสร้างหลักสูตร,425
โครงสร้างหลักสูตรวิศวกรรมไฟฟ้าสื่อสารและระบบอัจฉริยะ แบ่งหมวดวิชาอย่างไร?,โครงสร้างหลักสูตร,427
แผนการเรียนปี 1 เทอม 1 สาขาสื่อสารและระบบอัจฉริยะ เรียนวิชาอะไรบ้าง?,โครงสร้างหลักสูตร,439
แผนการเรียนปี 3 เทอม 1 สาขาสื่อสารและระบบอัจฉริยะ เรียนวิชาอะไรบ้าง?,โครงสร้างหลักสูตร,440
วิชาเลือกทางวิศวกรรม สาขาสื่อสาร มีวิชาอะไรน่าสนใจบ้าง?,โครงสร้างหลักสูตร,449
